StrongerTogether 26824556.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
UkraineUnderAttack 873135988440223745.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
