Russia 1012201853877186562.hashtags   9.19475655430711610512 .83333333333333333333 .09063136456211812627 5 6 356 3928 
"Russia,Putin,Ukraine️" 1012201853877186562.hashtags   654.66666666666668334757 .16666666666666666666 .00025458248472505091 1 6 1 3928 
"socialism,Ukraine,Russia,NoToWar" 1012201853877186562.hashtags   654.66666666666668334757 .16666666666666666666 .00025458248472505091 1 6 1 3928 
"Russia,Ukraine,Putin" 1012201853877186562.hashtags   327.33333333333333524496 .16666666666666666666 .00050916496945010183 1 6 2 3928 
"WorldWar3,Russia" 1012201853877186562.hashtags   654.66666666666668334757 .16666666666666666666 .00025458248472505091 1 6 1 3928 
"Revolution,LeonTrotsky" 1012201853877186562.hashtags   654.66666666666668334757 .16666666666666666666 .00025458248472505091 1 6 1 3928 
LongCovid 1012396774751907841.hashtags   24.86075949367088607997 1.00000000000000000000 .04022403258655804480 1 1 158 3928 
"BCCRSS,LEGALNAMEFRAUD,ILOVETRUTH,IDsIllegal" 1012426446.hashtags   654.66666666666667051610 1.00000000000000000000 .00152749490835030549 1 1 6 3928 
"CovidIsNotOver,COVIDisAirborne,VoteFordOut" 1012834826896826369.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"JohnsonOut75,ToriesOut,Partygate,StandWithUkraine" 1013465243635408897.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
IStandWithAllisonBailey 1014498961963536384.hashtags   1964.00000000000001154832 1.00000000000000000000 .00050916496945010183 1 1 2 3928 
ToriesOut 1015196564690743296.hashtags   196.40000000000000038337 .50000000000000000000 .00254582484725050916 1 2 10 3928 
ElectoralCommission 1015196564690743296.hashtags   1964.00000000000005012128 .50000000000000000000 .00025458248472505091 1 2 1 3928 
IStandWithJKRowling 1015288783418388481.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"chisholmvotes,auspol,AusVotes2022,ausvotes" 1016943828052336640.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"UselessLNP,UselessPM,CallTheElectionFFFFFFhead" 1017039921255624705.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"DemCast,wtpBLUE,DemVoice1" 1017517703014346753.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
repubs 1017962856.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
1950Census 101802390.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
UCU 1018340810.hashtags   982.00000000000000577416 1.00000000000000000000 .00101832993890020366 1 1 4 3928 
horriblehorribleperson 1018660693.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
JohnsonOut44 1019565941015875585.hashtags   1964.00000000000001154832 1.00000000000000000000 .00050916496945010183 1 1 2 3928 
BigPowerOff3 1020203322.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
IStandWithUkraine 1020789978639536128.hashtags   231.05882352941176472980 1.00000000000000000000 .00432790224032586558 1 1 17 3928 
shameOnYouGOSH 1020963265969573888.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"WearAMask,CovidIsNotOver,FindTimeForExercise" 102104262.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"WearAMask,GetVaccinated" 1021192197914464257.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"ThereIsHope,VoteBlueToSaveAmerica" 102162577.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"GuyGuyGuy,HabsNation,GoHabsGo" 102243250.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
PallywoodMitzvahMedia 1024047313017290752.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"JonBatiste,GRAMMYs,albumoftheyear" 1024088196056010753.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"Ukraine,IStandWithUkriane,TheView" 1024179554.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"Ukraine,RussianUkrainianWar,HitlerTheSequel" 1024364772.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
TrudeauTyranny 102466223.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"TrumpThug,MAGA" 1025965232307560449.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"JohnsonOut,SocialistSunday" 102707504.hashtags   1964.00000000000005012128 .50000000000000000000 .00025458248472505091 1 2 1 3928 
JohnsonOut20 102707504.hashtags   491.00000000000000288708 .50000000000000000000 .00101832993890020366 1 2 4 3928 
"LeanaWen,HealthForAll" 1027098097.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"UK,StopTheGrind,OpKillingBayEU" 1027379881.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
MLKDay 1028022611324747776.hashtags   654.66666666666667480199 .50000000000000000000 .00076374745417515274 1 2 3 3928 
IStandWithUkraine 1028022611324747776.hashtags   115.52941176470588236490 .50000000000000000000 .00432790224032586558 1 2 17 3928 
"BREAKING,UkraineRussiaWar,UkraineCrisis" 1028770525160660993.hashtags   1964.00000000000005012128 .50000000000000000000 .00025458248472505091 1 2 1 3928 
"UkraineRussia,UkraineRussiaWar" 1028770525160660993.hashtags   1964.00000000000005012128 .50000000000000000000 .00025458248472505091 1 2 1 3928 
MePoo 1029465832781492226.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"Covid,EpicFail" 1029612428026204160.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"ScottyfromMarketing,PutLNPlast" 1031000589054828544.hashtags   1309.33333333333336673442 .33333333333333333333 .00025458248472505091 1 3 1 3928 
AusVotes22 1031000589054828544.hashtags   436.44444444444444986362 .33333333333333333333 .00076374745417515274 1 3 3 3928 
"Australia,VoteThemOut,LNPDisgrace,SolomonIslands,AlboForPM,auspol,ausvotes" 1031000589054828544.hashtags   1309.33333333333336673442 .33333333333333333333 .00025458248472505091 1 3 1 3928 
Iowa 1031332700324540417.hashtags   1309.33333333333334960398 1.00000000000000000000 .00076374745417515274 1 1 3 3928 
"FEDICAC,ICAC,auspol,AuspolSoCorrupt" 1031462358000889856.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
Speziesismus 1032523656818294784.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
"Ukriane,UkraineRussiaWar,Kyiv,Kherson,Kharkov,Kiev,Moscow,Russia" 1032980885027602433.hashtags   3928.00000000000010024256 1.00000000000000000000 .00025458248472505091 1 1 1 3928 
VotingRightsAct 1033084441697153024.hashtags   589.20000000000000115011 .75000000000000000000 .00127291242362525458 3 4 5 3928 
"VotingRightsAct,USHistory" 1033084441697153024.hashtags   982.00000000000000577416 .50000000000000000000 .00050916496945010183 2 4 2 3928 
"VotingRights,USHistory" 1033084441697153024.hashtags   982.00000000000002506064 .25000000000000000000 .00025458248472505091 1 4 1 3928 
